id,ano,desempenho,nota_final,promocao
368,2020,Baixo,4.6,0
368,2021,Médio,6.3,0
368,2022,Alto,6.9,0
368,2023,Alto,6.2,0
369,2019,Alto,8.1,0
369,2020,Alto,9.9,1
369,2021,Médio,7.2,0
369,2022,Alto,5.4,0
369,2023,Alto,8.5,1
370,2019,Médio,9.2,0
370,2020,Baixo,5.6,0
370,2021,Alto,7.9,0
370,2022,Médio,8.2,0
370,2023,Alto,9.1,1
371,2019,Médio,8.9,0
371,2020,Médio,9.5,0
371,2021,Baixo,8.1,0
371,2022,Baixo,5.7,0
371,2023,Alto,7.7,0
372,2019,Baixo,8.5,0
372,2020,Médio,8.7,0
372,2021,Médio,8.6,0
372,2022,Alto,6.1,0
372,2023,Médio,7.9,0
373,2019,Alto,6.8,0
373,2020,Alto,7.0,0
373,2021,Médio,6.9,0
373,2022,Alto,9.7,1
373,2023,Alto,6.6,0
374,2019,Alto,5.7,0
374,2020,Médio,9.8,0
374,2021,Alto,6.3,0
374,2022,Alto,4.1,0
374,2023,Alto,5.3,0
375,2019,Alto,5.1,0
375,2020,Alto,6.7,0
375,2021,Baixo,8.3,0
375,2022,Baixo,9.6,0
375,2023,Alto,5.3,0
376,2019,Médio,6.0,0
376,2020,Médio,6.4,0
376,2021,Médio,6.8,0
376,2022,Alto,8.3,0
376,2023,Médio,4.3,0
377,2019,Médio,6.7,0
377,2020,Médio,6.2,0
377,2021,Médio,8.7,0
377,2022,Alto,6.6,0
377,2023,Baixo,9.1,0
378,2019,Alto,8.4,0
378,2020,Alto,4.5,0
378,2021,Médio,5.7,0
378,2022,Alto,5.9,0
378,2023,Médio,7.5,0
379,2019,Médio,9.0,0
379,2020,Baixo,6.7,0
379,2021,Baixo,6.8,0
379,2022,Alto,4.6,0
379,2023,Alto,8.7,1
380,2019,Baixo,9.6,0
380,2020,Médio,8.6,0
380,2021,Baixo,5.6,0
380,2022,Baixo,5.6,0
380,2023,Médio,7.2,0
381,2019,Alto,6.3,0
381,2020,Médio,6.9,0
381,2021,Médio,8.8,0
381,2022,Alto,8.8,1
381,2023,Alto,8.8,1
382,2019,Médio,9.6,0
382,2020,Médio,5.4,0
382,2021,Alto,7.1,0
382,2022,Baixo,4.3,0
382,2023,Médio,9.6,0
383,2019,Médio,4.1,0
383,2020,Alto,9.2,1
383,2021,Médio,6.6,0
383,2022,Alto,7.5,0
383,2023,Médio,8.0,0
384,2019,Alto,6.0,0
384,2020,Médio,7.2,0
384,2021,Baixo,8.9,0
384,2022,Baixo,9.9,0
384,2023,Alto,5.6,0
385,2019,Médio,5.0,0
385,2020,Médio,4.7,0
385,2021,Médio,9.1,0
385,2022,Médio,4.5,0
385,2023,Médio,7.5,0
386,2019,Alto,7.6,0
386,2020,Baixo,6.4,0
386,2021,Baixo,6.1,0
386,2022,Alto,9.1,1
386,2023,Baixo,7.4,0
387,2019,Alto,6.5,0
387,2020,Alto,4.4,0
387,2021,Baixo,7.7,0
387,2022,Médio,7.5,0
387,2023,Médio,9.0,0
388,2019,Médio,7.3,0
388,2020,Alto,4.3,0
388,2021,Alto,9.9,1
388,2022,Baixo,5.7,0
388,2023,Médio,5.9,0
389,2019,Alto,4.8,0
389,2020,Alto,8.0,0
389,2021,Alto,6.8,0
389,2022,Médio,9.5,0
389,2023,Médio,8.7,0
390,2019,Alto,7.0,0
390,2020,Médio,4.7,0
390,2021,Médio,5.2,0
390,2022,Baixo,8.2,0
390,2023,Baixo,6.8,0
391,2019,Alto,6.7,0
391,2020,Alto,6.9,0
391,2021,Alto,8.5,1
391,2022,Baixo,9.8,0
391,2023,Alto,8.9,1
392,2019,Alto,8.9,1
392,2020,Médio,5.7,0
392,2021,Alto,7.2,0
392,2022,Alto,6.6,0
392,2023,Baixo,7.4,0
393,2019,Médio,5.5,0
393,2020,Médio,4.3,0
393,2021,Médio,4.7,0
393,2022,Alto,4.2,0
393,2023,Baixo,4.4,0
394,2019,Médio,9.8,0
394,2020,Alto,7.7,0
394,2021,Médio,9.5,0
394,2022,Alto,5.2,0
394,2023,Alto,9.1,1
395,2019,Médio,8.1,0
395,2020,Médio,7.3,0
395,2021,Alto,6.9,0
395,2022,Alto,7.7,0
395,2023,Médio,4.0,0
396,2019,Alto,6.1,0
396,2020,Baixo,9.2,0
396,2021,Alto,4.8,0
396,2022,Alto,7.7,0
396,2023,Alto,8.3,0
397,2019,Alto,8.5,1
397,2020,Alto,5.3,0
397,2021,Baixo,8.8,0
397,2022,Médio,4.6,0
397,2023,Baixo,4.6,0
398,2019,Médio,8.5,0
398,2020,Alto,7.0,0
398,2021,Médio,7.2,0
398,2022,Baixo,5.5,0
398,2023,Baixo,4.6,0
399,2019,Alto,7.3,0
399,2020,Médio,7.5,0
399,2021,Médio,6.5,0
399,2022,Baixo,6.4,0
399,2023,Alto,4.9,0
400,2019,Médio,6.7,0
400,2020,Médio,7.5,0
400,2021,Alto,6.8,0
400,2022,Alto,8.5,1
400,2023,Alto,8.3,0
401,2019,Alto,6.7,0
401,2020,Médio,5.8,0
401,2021,Médio,6.0,0
401,2022,Alto,9.8,1
401,2023,Médio,6.8,0
402,2019,Médio,8.6,0
402,2020,Baixo,7.9,0
402,2021,Alto,4.0,0
402,2022,Médio,7.7,0
402,2023,Baixo,8.5,0
403,2019,Baixo,4.9,0
403,2020,Baixo,4.2,0
403,2021,Médio,7.0,0
403,2022,Médio,8.8,0
403,2023,Baixo,5.4,0
404,2019,Alto,4.6,0
404,2020,Alto,6.5,0
404,2021,Médio,9.3,0
404,2022,Alto,9.8,1
404,2023,Alto,7.6,0
405,2019,Médio,4.5,0
405,2020,Alto,5.0,0
405,2021,Médio,8.3,0
405,2022,Médio,7.7,0
405,2023,Médio,6.9,0
406,2019,Alto,9.3,1
406,2020,Baixo,9.3,0
406,2021,Médio,8.8,0
406,2022,Alto,7.7,0
406,2023,Médio,7.5,0
407,2019,Baixo,4.3,0
407,2020,Médio,6.2,0
407,2021,Médio,5.1,0
407,2022,Baixo,7.0,0
407,2023,Baixo,7.8,0
408,2019,Médio,9.3,0
408,2020,Médio,7.5,0
408,2021,Baixo,7.1,0
408,2022,Alto,8.4,0
408,2023,Baixo,9.0,0
409,2019,Médio,5.0,0
409,2020,Médio,4.5,0
409,2021,Alto,5.3,0
409,2022,Médio,9.8,0
409,2023,Alto,4.3,0
410,2019,Alto,8.9,1
410,2020,Médio,5.3,0
410,2021,Alto,5.5,0
410,2022,Alto,5.4,0
410,2023,Alto,4.5,0
411,2019,Médio,9.7,0
411,2020,Médio,5.3,0
411,2021,Médio,9.7,0
411,2022,Alto,6.7,0
411,2023,Médio,6.4,0
412,2019,Alto,6.1,0
412,2020,Baixo,6.5,0
412,2021,Médio,7.5,0
412,2022,Alto,7.1,0
412,2023,Médio,4.9,0
413,2019,Alto,7.8,0
413,2020,Alto,7.1,0
413,2021,Alto,6.1,0
413,2022,Alto,9.5,1
413,2023,Médio,5.1,0
414,2019,Alto,5.4,0
414,2020,Baixo,4.1,0
414,2021,Baixo,4.9,0
414,2022,Alto,9.9,1
414,2023,Médio,6.1,0
415,2019,Médio,6.3,0
415,2020,Médio,7.2,0
415,2021,Médio,4.2,0
415,2022,Baixo,6.6,0
415,2023,Médio,9.2,0
416,2019,Alto,4.7,0
416,2020,Médio,5.2,0
416,2021,Médio,6.8,0
416,2022,Médio,9.7,0
416,2023,Médio,6.1,0
417,2019,Alto,5.2,0
417,2020,Médio,7.4,0
417,2021,Alto,7.2,0
417,2022,Alto,7.0,0
417,2023,Alto,5.8,0
418,2019,Alto,4.1,0
418,2020,Médio,7.2,0
418,2021,Baixo,5.9,0
418,2022,Alto,5.1,0
418,2023,Alto,6.9,0
419,2019,Médio,7.1,0
419,2020,Baixo,9.1,0
419,2021,Baixo,6.0,0
419,2022,Baixo,9.4,0
419,2023,Baixo,6.0,0
420,2019,Alto,8.0,0
420,2020,Alto,6.5,0
420,2021,Baixo,9.7,0
420,2022,Baixo,5.3,0
420,2023,Alto,6.6,0
421,2019,Baixo,4.5,0
421,2020,Alto,5.9,0
421,2021,Médio,9.4,0
421,2022,Médio,4.1,0
421,2023,Alto,9.6,1
422,2019,Alto,6.3,0
422,2020,Médio,8.5,0
422,2021,Alto,7.7,0
422,2022,Baixo,8.5,0
422,2023,Médio,7.1,0
423,2019,Médio,4.2,0
423,2020,Alto,6.2,0
423,2021,Médio,9.4,0
423,2022,Alto,6.9,0
423,2023,Médio,8.4,0
424,2019,Médio,9.6,0
424,2020,Médio,9.3,0
424,2021,Baixo,4.7,0
424,2022,Médio,5.2,0
424,2023,Alto,6.1,0
425,2019,Alto,7.4,0
425,2020,Baixo,6.5,0
425,2021,Médio,9.8,0
425,2022,Médio,7.7,0
425,2023,Médio,8.3,0
426,2019,Médio,7.4,0
426,2020,Alto,7.4,0
426,2021,Médio,7.3,0
426,2022,Alto,6.6,0
426,2023,Baixo,7.7,0
427,2019,Baixo,8.8,0
427,2020,Alto,8.9,1
427,2021,Baixo,6.2,0
427,2022,Alto,9.6,1
427,2023,Alto,8.8,1
428,2019,Alto,9.0,1
428,2020,Baixo,7.3,0
428,2021,Baixo,5.6,0
428,2022,Baixo,8.2,0
428,2023,Médio,9.7,0
429,2019,Baixo,9.1,0
429,2020,Médio,7.3,0
429,2021,Médio,8.9,0
429,2022,Baixo,8.1,0
429,2023,Médio,6.4,0
430,2019,Alto,8.4,0
430,2020,Médio,4.3,0
430,2021,Médio,7.6,0
430,2022,Médio,5.4,0
430,2023,Alto,6.5,0
431,2019,Médio,8.6,0
431,2020,Médio,8.0,0
431,2021,Médio,5.7,0
431,2022,Médio,9.2,0
431,2023,Alto,8.1,0
432,2019,Alto,5.7,0
432,2020,Alto,7.5,0
432,2021,Médio,8.6,0
432,2022,Baixo,9.2,0
432,2023,Alto,8.6,1
433,2019,Alto,6.7,0
433,2020,Médio,6.6,0
433,2021,Alto,8.3,0
433,2022,Baixo,8.9,0
433,2023,Alto,9.3,1
434,2019,Alto,9.4,1
434,2020,Alto,4.2,0
434,2021,Alto,8.3,0
434,2022,Alto,5.6,0
434,2023,Médio,9.0,0
435,2019,Baixo,9.4,0
435,2020,Alto,7.0,0
435,2021,Alto,4.9,0
435,2022,Baixo,5.5,0
435,2023,Baixo,9.6,0
436,2019,Médio,7.9,0
436,2020,Alto,7.6,0
436,2021,Alto,5.5,0
436,2022,Baixo,7.1,0
436,2023,Baixo,4.7,0
437,2019,Médio,5.5,0
437,2020,Médio,7.7,0
437,2021,Médio,8.0,0
437,2022,Médio,4.7,0
437,2023,Alto,4.6,0
438,2019,Médio,8.1,0
438,2020,Médio,4.8,0
438,2021,Baixo,6.2,0
438,2022,Médio,6.5,0
438,2023,Médio,9.6,0
439,2019,Médio,5.9,0
439,2020,Alto,4.6,0
439,2021,Alto,4.9,0
439,2022,Alto,5.8,0
439,2023,Médio,6.8,0
440,2019,Alto,6.5,0
440,2020,Alto,5.3,0
440,2021,Alto,8.5,1
440,2022,Alto,7.2,0
440,2023,Médio,7.6,0
441,2019,Alto,5.2,0
441,2020,Médio,4.2,0
441,2021,Médio,8.8,0
441,2022,Médio,5.4,0
441,2023,Médio,6.3,0
442,2019,Médio,8.6,0
442,2020,Médio,4.1,0
442,2021,Médio,4.3,0
442,2022,Alto,7.3,0
442,2023,Médio,7.1,0
443,2019,Médio,7.0,0
443,2020,Médio,4.8,0
443,2021,Baixo,9.7,0
443,2022,Médio,5.1,0
443,2023,Médio,5.9,0
444,2019,Médio,9.4,0
444,2020,Médio,8.3,0
444,2021,Médio,9.3,0
444,2022,Baixo,8.8,0
444,2023,Médio,5.9,0
445,2019,Médio,8.4,0
445,2020,Médio,6.3,0
445,2021,Baixo,5.5,0
445,2022,Alto,9.2,1
445,2023,Alto,9.2,1
446,2019,Baixo,4.7,0
446,2020,Médio,7.6,0
446,2021,Baixo,4.4,0
446,2022,Baixo,5.8,0
446,2023,Médio,8.0,0
447,2019,Médio,9.1,0
447,2020,Alto,9.4,1
447,2021,Médio,5.0,0
447,2022,Alto,9.9,1
447,2023,Alto,7.1,0
448,2019,Baixo,6.2,0
448,2020,Baixo,7.1,0
448,2021,Baixo,8.6,0
448,2022,Alto,9.5,1
448,2023,Médio,9.6,0
449,2019,Alto,7.9,0
449,2020,Médio,4.1,0
449,2021,Baixo,9.8,0
449,2022,Alto,10.0,1
449,2023,Médio,4.1,0
450,2019,Baixo,4.9,0
450,2020,Alto,7.9,0
450,2021,Médio,8.0,0
450,2022,Médio,10.0,0
450,2023,Médio,6.2,0
451,2019,Alto,7.2,0
451,2020,Alto,6.9,0
451,2021,Baixo,5.6,0
451,2022,Baixo,5.4,0
451,2023,Baixo,4.8,0
452,2019,Baixo,6.7,0
452,2020,Alto,6.3,0
452,2021,Médio,5.4,0
452,2022,Baixo,7.8,0
452,2023,Alto,6.0,0
453,2019,Baixo,6.9,0
453,2020,Médio,9.1,0
453,2021,Baixo,6.6,0
453,2022,Médio,8.2,0
453,2023,Médio,9.0,0
454,2019,Alto,5.4,0
454,2020,Médio,6.8,0
454,2021,Médio,8.9,0
454,2022,Alto,8.7,1
454,2023,Médio,9.3,0
455,2019,Médio,4.3,0
455,2020,Médio,6.6,0
455,2021,Baixo,8.8,0
455,2022,Alto,4.7,0
455,2023,Alto,6.5,0
456,2019,Médio,9.9,0
456,2020,Alto,4.7,0
456,2021,Médio,10.0,0
456,2022,Alto,4.6,0
456,2023,Médio,9.0,0
457,2019,Baixo,5.7,0
457,2020,Alto,7.0,0
457,2021,Médio,6.1,0
457,2022,Médio,4.4,0
457,2023,Baixo,7.4,0
458,2019,Médio,7.2,0
458,2020,Baixo,5.4,0
458,2021,Médio,9.8,0
458,2022,Baixo,4.7,0
458,2023,Médio,8.4,0
459,2019,Alto,8.9,1
459,2020,Alto,9.2,1
459,2021,Baixo,8.2,0
459,2022,Médio,4.6,0
459,2023,Alto,5.1,0
460,2019,Alto,4.4,0
460,2020,Médio,6.9,0
460,2021,Alto,4.5,0
460,2022,Alto,7.8,0
460,2023,Médio,8.6,0
461,2019,Baixo,5.9,0
461,2020,Médio,6.9,0
461,2021,Médio,4.6,0
461,2022,Alto,5.4,0
461,2023,Alto,8.7,1
462,2019,Médio,7.0,0
462,2020,Alto,5.5,0
462,2021,Médio,7.4,0
462,2022,Baixo,9.7,0
462,2023,Baixo,9.9,0
463,2019,Alto,5.4,0
463,2020,Baixo,7.1,0
463,2021,Alto,4.5,0
463,2022,Alto,8.9,1
463,2023,Baixo,8.3,0
464,2019,Baixo,9.8,0
464,2020,Baixo,9.6,0
464,2021,Médio,4.1,0
464,2022,Alto,9.7,1
464,2023,Alto,7.8,0
465,2019,Médio,8.2,0
465,2020,Baixo,4.2,0
465,2021,Alto,4.5,0
465,2022,Baixo,6.1,0
465,2023,Médio,9.6,0
466,2019,Médio,5.6,0
466,2020,Médio,8.5,0
466,2021,Médio,6.6,0
466,2022,Alto,4.3,0
466,2023,Médio,7.8,0
467,2019,Alto,6.4,0
467,2020,Alto,6.5,0
467,2021,Médio,4.1,0
467,2022,Médio,5.5,0
467,2023,Alto,7.9,0
468,2019,Médio,6.3,0
468,2020,Médio,6.2,0
468,2021,Alto,9.9,1
468,2022,Alto,5.7,0
468,2023,Alto,6.8,0
469,2019,Médio,8.8,0
469,2020,Alto,6.3,0
469,2021,Médio,6.3,0
469,2022,Alto,5.3,0
469,2023,Alto,9.3,1
470,2019,Alto,6.2,0
470,2020,Alto,7.8,0
470,2021,Alto,4.7,0
470,2022,Médio,7.2,0
470,2023,Alto,6.2,0
471,2019,Alto,6.9,0
471,2020,Médio,8.9,0
471,2021,Alto,5.3,0
471,2022,Médio,9.0,0
471,2023,Médio,5.0,0
472,2019,Médio,6.8,0
472,2020,Médio,6.8,0
472,2021,Alto,9.4,1
472,2022,Médio,5.6,0
472,2023,Médio,9.5,0
473,2019,Médio,6.7,0
473,2020,Médio,6.6,0
473,2021,Médio,5.6,0
473,2022,Alto,5.2,0
473,2023,Médio,7.5,0
474,2019,Médio,7.6,0
474,2020,Alto,7.9,0
474,2021,Médio,8.2,0
474,2022,Alto,9.5,1
474,2023,Alto,9.6,1
475,2019,Médio,4.0,0
475,2020,Baixo,9.1,0
475,2021,Alto,7.3,0
475,2022,Alto,4.9,0
475,2023,Médio,6.5,0
476,2019,Médio,9.9,0
476,2020,Médio,8.3,0
476,2021,Médio,6.1,0
476,2022,Médio,6.1,0
476,2023,Alto,4.6,0
477,2019,Médio,10.0,0
477,2020,Médio,9.1,0
477,2021,Alto,5.3,0
477,2022,Alto,8.2,0
477,2023,Baixo,7.6,0
478,2019,Alto,8.3,0
478,2020,Baixo,8.9,0
478,2021,Alto,7.4,0
478,2022,Alto,9.0,1
478,2023,Alto,5.7,0
479,2019,Alto,7.6,0
479,2020,Alto,5.7,0
479,2021,Baixo,5.1,0
479,2022,Médio,9.7,0
479,2023,Baixo,7.6,0
480,2019,Médio,6.5,0
480,2020,Médio,6.9,0
480,2021,Médio,8.1,0
480,2022,Médio,4.5,0
480,2023,Alto,7.3,0
481,2019,Médio,5.2,0
481,2020,Baixo,9.1,0
481,2021,Médio,5.9,0
481,2022,Baixo,4.5,0
481,2023,Médio,5.3,0
482,2019,Alto,5.7,0
482,2020,Médio,9.2,0
482,2021,Médio,4.8,0
482,2022,Alto,4.2,0
482,2023,Médio,6.2,0
483,2019,Alto,7.1,0
483,2020,Alto,9.8,1
483,2021,Médio,8.9,0
483,2022,Médio,8.6,0
483,2023,Alto,9.2,1
484,2019,Médio,5.7,0
484,2020,Alto,6.4,0
484,2021,Alto,7.2,0
484,2022,Alto,9.6,1
484,2023,Alto,8.5,1
485,2019,Médio,5.0,0
485,2020,Médio,8.4,0
485,2021,Alto,7.2,0
485,2022,Alto,8.6,1
485,2023,Alto,5.6,0
486,2019,Alto,9.9,1
486,2020,Alto,5.4,0
486,2021,Baixo,4.0,0
486,2022,Médio,5.1,0
486,2023,Médio,5.2,0
487,2019,Alto,8.4,0
487,2020,Médio,4.7,0
487,2021,Alto,7.9,0
487,2022,Alto,8.5,1
487,2023,Médio,8.9,0
488,2019,Alto,4.2,0
488,2020,Médio,9.2,0
488,2021,Baixo,5.0,0
488,2022,Médio,9.4,0
488,2023,Alto,9.6,1
489,2019,Baixo,6.9,0
489,2020,Médio,7.5,0
489,2021,Alto,7.5,0
489,2022,Médio,4.7,0
489,2023,Médio,6.9,0
490,2019,Baixo,5.0,0
490,2020,Baixo,4.6,0
490,2021,Baixo,6.7,0
490,2022,Baixo,9.4,0
490,2023,Baixo,8.0,0
491,2019,Alto,9.6,1
491,2020,Alto,5.9,0
491,2021,Médio,4.3,0
491,2022,Alto,6.5,0
491,2023,Baixo,7.3,0
492,2019,Alto,6.0,0
492,2020,Baixo,9.9,0
492,2021,Médio,5.9,0
492,2022,Baixo,5.8,0
492,2023,Baixo,9.6,0
493,2019,Médio,8.5,0
493,2020,Alto,8.3,0
493,2021,Médio,9.3,0
493,2022,Baixo,5.5,0
493,2023,Alto,8.0,0
494,2019,Médio,8.0,0
494,2020,Alto,9.0,1
494,2021,Médio,5.0,0
494,2022,Baixo,9.7,0
494,2023,Médio,9.0,0
495,2019,Alto,7.2,0
495,2020,Médio,5.9,0
495,2021,Baixo,5.8,0
495,2022,Baixo,8.0,0
495,2023,Alto,5.2,0
496,2019,Alto,8.6,1
496,2020,Médio,7.9,0
496,2021,Alto,5.2,0
496,2022,Baixo,4.1,0
496,2023,Alto,5.1,0
497,2019,Alto,6.2,0
497,2020,Médio,8.5,0
497,2021,Alto,7.8,0
497,2022,Médio,5.8,0
497,2023,Baixo,6.6,0
498,2019,Médio,9.2,0
498,2020,Alto,6.2,0
498,2021,Alto,9.4,1
498,2022,Médio,7.9,0
498,2023,Alto,9.6,1
499,2019,Médio,4.1,0
499,2020,Médio,9.8,0
499,2021,Alto,9.2,1
499,2022,Alto,6.3,0
499,2023,Alto,8.9,1
500,2019,Médio,6.6,0
500,2020,Médio,6.6,0
500,2021,Alto,5.0,0
500,2022,Médio,6.6,0
500,2023,Baixo,9.4,0
501,2019,Alto,7.1,0
501,2020,Alto,4.8,0
501,2021,Alto,6.4,0
501,2022,Baixo,9.1,0
501,2023,Alto,5.3,0
502,2019,Alto,8.1,0
502,2020,Alto,8.7,1
502,2021,Alto,5.5,0
502,2022,Alto,8.5,1
502,2023,Médio,4.3,0
503,2019,Médio,5.2,0
503,2020,Baixo,9.0,0
503,2021,Alto,4.2,0
503,2022,Alto,5.8,0
503,2023,Alto,7.7,0
504,2019,Médio,7.4,0
504,2020,Médio,9.2,0
504,2021,Baixo,8.7,0
504,2022,Médio,5.3,0
504,2023,Alto,6.0,0
505,2019,Médio,5.1,0
505,2020,Baixo,7.2,0
505,2021,Baixo,9.3,0
505,2022,Alto,7.1,0
505,2023,Médio,8.9,0
506,2019,Alto,5.4,0
506,2020,Alto,5.5,0
506,2021,Médio,7.4,0
506,2022,Alto,9.8,1
506,2023,Médio,6.0,0
507,2019,Médio,9.8,0
507,2020,Médio,9.1,0
507,2021,Baixo,5.7,0
507,2022,Alto,6.1,0
507,2023,Médio,4.4,0
508,2019,Alto,7.4,0
508,2020,Médio,8.8,0
508,2021,Baixo,7.8,0
508,2022,Alto,4.2,0
508,2023,Médio,8.7,0
509,2019,Médio,4.3,0
509,2020,Médio,9.1,0
509,2021,Alto,7.2,0
509,2022,Alto,5.3,0
509,2023,Médio,7.6,0
510,2019,Médio,6.2,0
510,2020,Médio,5.7,0
510,2021,Alto,7.2,0
510,2022,Baixo,4.0,0
510,2023,Baixo,6.4,0
511,2019,Baixo,8.6,0
511,2020,Alto,4.9,0
511,2021,Médio,9.6,0
511,2022,Médio,5.4,0
511,2023,Alto,4.7,0
512,2019,Médio,7.4,0
512,2020,Alto,4.8,0
512,2021,Alto,8.3,0
512,2022,Alto,7.5,0
512,2023,Alto,5.0,0
513,2019,Alto,4.1,0
513,2020,Alto,5.5,0
513,2021,Alto,4.3,0
513,2022,Alto,9.7,1
513,2023,Médio,6.4,0
514,2019,Baixo,9.5,0
514,2020,Baixo,7.8,0
514,2021,Alto,7.4,0
514,2022,Médio,5.1,0
514,2023,Alto,8.0,0
515,2019,Alto,7.8,0
515,2020,Baixo,7.6,0
515,2021,Alto,4.8,0
515,2022,Alto,9.7,1
515,2023,Médio,4.8,0
516,2019,Médio,7.7,0
516,2020,Médio,8.3,0
516,2021,Baixo,8.6,0
516,2022,Alto,7.9,0
516,2023,Alto,8.1,0
517,2019,Médio,8.5,0
517,2020,Alto,8.1,0
517,2021,Alto,9.8,1
517,2022,Baixo,5.2,0
517,2023,Baixo,8.7,0
518,2019,Alto,8.0,0
518,2020,Alto,9.2,1
518,2021,Baixo,8.1,0
518,2022,Alto,9.0,1
518,2023,Médio,9.7,0
519,2019,Médio,9.7,0
519,2020,Médio,6.6,0
519,2021,Médio,9.4,0
519,2022,Médio,5.0,0
519,2023,Médio,5.6,0
520,2019,Alto,8.5,1
520,2020,Médio,4.8,0
520,2021,Alto,5.4,0
520,2022,Alto,4.1,0
520,2023,Baixo,5.8,0
521,2019,Alto,7.1,0
521,2020,Alto,8.1,0
521,2021,Médio,8.0,0
521,2022,Baixo,7.3,0
521,2023,Alto,4.9,0
522,2019,Médio,6.3,0
522,2020,Baixo,9.9,0
522,2021,Baixo,4.4,0
522,2022,Médio,9.9,0
522,2023,Médio,8.4,0
523,2019,Baixo,9.6,0
523,2020,Alto,7.3,0
523,2021,Médio,5.3,0
523,2022,Alto,8.0,0
523,2023,Alto,4.5,0
524,2019,Baixo,5.4,0
524,2020,Médio,9.7,0
524,2021,Médio,5.1,0
524,2022,Alto,6.7,0
524,2023,Alto,8.4,0
525,2019,Alto,7.6,0
525,2020,Alto,8.3,0
525,2021,Baixo,7.9,0
525,2022,Médio,4.7,0
525,2023,Baixo,8.1,0
526,2019,Alto,5.3,0
526,2020,Alto,6.1,0
526,2021,Médio,6.4,0
526,2022,Médio,6.2,0
526,2023,Alto,4.3,0
527,2019,Alto,4.3,0
527,2020,Médio,6.9,0
527,2021,Alto,8.7,1
527,2022,Alto,9.0,1
527,2023,Médio,7.9,0
528,2019,Baixo,8.3,0
528,2020,Médio,6.6,0
528,2021,Alto,8.9,1
528,2022,Baixo,7.1,0
528,2023,Alto,8.6,1
529,2019,Alto,7.4,0
529,2020,Alto,8.1,0
529,2021,Baixo,9.1,0
529,2022,Médio,4.2,0
529,2023,Baixo,8.1,0
530,2019,Alto,4.4,0
530,2020,Baixo,8.1,0
530,2021,Médio,9.3,0
530,2022,Baixo,8.6,0
530,2023,Médio,8.2,0
531,2019,Médio,8.7,0
531,2020,Médio,5.1,0
531,2021,Alto,8.1,0
531,2022,Médio,9.7,0
531,2023,Alto,8.9,1
532,2019,Alto,7.5,0
532,2020,Alto,6.9,0
532,2021,Alto,7.9,0
532,2022,Médio,8.0,0
532,2023,Alto,4.2,0
533,2019,Médio,7.7,0
533,2020,Médio,5.5,0
533,2021,Alto,9.1,1
533,2022,Médio,7.8,0
533,2023,Médio,4.3,0
534,2019,Médio,4.4,0
534,2020,Baixo,7.6,0
534,2021,Médio,7.9,0
534,2022,Alto,9.5,1
534,2023,Baixo,5.4,0
535,2019,Médio,8.9,0
535,2020,Alto,10.0,1
535,2021,Médio,7.6,0
535,2022,Médio,6.2,0
535,2023,Alto,4.4,0
536,2019,Alto,10.0,1
536,2020,Médio,5.5,0
536,2021,Médio,4.1,0
536,2022,Médio,5.4,0
536,2023,Alto,8.5,1
537,2019,Alto,6.6,0
537,2020,Alto,8.9,1
537,2021,Médio,7.0,0
537,2022,Médio,8.7,0
537,2023,Alto,7.8,0
538,2019,Alto,4.2,0
538,2020,Baixo,7.4,0
538,2021,Médio,9.2,0
538,2022,Baixo,4.7,0
538,2023,Baixo,4.8,0
539,2019,Médio,9.9,0
539,2020,Médio,5.9,0
539,2021,Médio,8.6,0
539,2022,Médio,8.1,0
539,2023,Médio,7.6,0
540,2019,Baixo,9.1,0
540,2020,Médio,8.6,0
540,2021,Baixo,6.6,0
540,2022,Baixo,9.8,0
540,2023,Médio,4.2,0
541,2019,Médio,9.7,0
541,2020,Alto,5.3,0
541,2021,Médio,8.4,0
541,2022,Alto,9.3,1
541,2023,Alto,4.7,0
542,2019,Alto,6.6,0
542,2020,Alto,7.3,0
542,2021,Alto,4.9,0
542,2022,Baixo,7.5,0
542,2023,Médio,6.7,0
543,2019,Médio,8.0,0
543,2020,Médio,7.8,0
543,2021,Alto,5.6,0
543,2022,Baixo,6.1,0
543,2023,Médio,8.9,0
544,2019,Médio,7.5,0
544,2020,Médio,7.1,0
544,2021,Médio,5.3,0
544,2022,Alto,6.3,0
544,2023,Alto,4.0,0
545,2019,Baixo,9.6,0
545,2020,Alto,6.4,0
545,2021,Alto,8.6,1
545,2022,Médio,8.8,0
545,2023,Médio,7.0,0
546,2019,Médio,5.2,0
546,2020,Alto,6.3,0
546,2021,Alto,7.4,0
546,2022,Baixo,7.7,0
546,2023,Alto,6.7,0
547,2019,Médio,5.7,0
547,2020,Médio,8.0,0
547,2021,Médio,4.1,0
547,2022,Médio,9.1,0
547,2023,Alto,9.8,1
548,2019,Alto,6.1,0
548,2020,Baixo,7.4,0
548,2021,Baixo,4.9,0
548,2022,Alto,9.0,1
548,2023,Médio,9.3,0
549,2019,Médio,8.1,0
549,2020,Alto,9.1,1
549,2021,Baixo,9.4,0
549,2022,Médio,6.7,0
549,2023,Médio,8.6,0
550,2019,Médio,7.2,0
550,2020,Baixo,4.3,0
550,2021,Médio,5.7,0
550,2022,Médio,8.2,0
550,2023,Médio,4.9,0
551,2019,Alto,5.5,0
551,2020,Baixo,9.6,0
551,2021,Médio,6.3,0
551,2022,Alto,8.8,1
551,2023,Alto,4.5,0
552,2019,Médio,8.9,0
